monthly_wage_gross,monthly_wage_net,x2,x1,x3,hh_size,weight,age,lfs_working,lfs_unemployed,y,netwage,part,x0,y0,w
450,450,0,10.5,0,3,2220.0801,61,1,0,450,450,TRUE,1,0,1
1000,578,1,11.5,0,3,8283.8799,39,1,0,1000,578,TRUE,1,0,1
NA,NA,0,10.5,1,1,13540.17,63,0,0,0,0,FALSE,1,0,1
1192,1031,0,18,1,2,6260.9102,28,1,0,1192,1031,TRUE,1,0,1
2026,1421,0,18,1,3,2568.01,33,1,0,2026,1421,TRUE,1,0,1
2600,2100,0,9,0,2,8149.6401,63,1,0,2600,2100,TRUE,1,0,1
4745,2900,0,18,1,1,7351.77,35,1,0,4745,2900,TRUE,1,0,1
2665,1780,1,18,1,2,1820.77,34,1,0,2665,1780,TRUE,1,0,1
NA,NA,0,13,1,1,2167.6001,29,0,0,0,0,FALSE,1,0,1
2230,1350,1,11.5,1,1,7304.6899,50,1,0,2230,1350,TRUE,1,0,1
3800,2100,0,7,0,2,4348.5601,36,1,0,3800,2100,TRUE,1,0,1
NA,NA,1,10,1,2,3521.6499,57,0,1,0,0,FALSE,1,0,1
NA,NA,1,12,1,1,2909.3101,60,0,0,0,0,FALSE,1,0,1
1487,1051,1,11.5,0,2,2315.99,56,1,0,1487,1051,TRUE,1,0,1
4000,3000,0,10.5,0,2,2832.73,56,1,0,4000,3000,TRUE,1,0,1
1100,850,0,15,1,2,9286.9102,31,1,0,1100,850,TRUE,1,0,1
2900,1900,1,14.5,1,1,7133.27,28,1,0,2900,1900,TRUE,1,0,1
4400,2400,1,18,1,3,106.72,46,1,0,4400,2400,TRUE,1,0,1
NA,NA,0,10.5,1,1,7356.8398,63,0,0,0,0,FALSE,1,0,1
3812,2000,1,11.5,0,2,2382.71,51,1,0,3812,2000,TRUE,1,0,1
NA,NA,0,18,0,3,362.10001,51,0,0,0,0,FALSE,1,0,1
450,450,1,10.5,1,1,2838.55,64,1,0,450,450,TRUE,1,0,1
2500,1700,1,13.5,1,2,12342.3,38,1,0,2500,1700,TRUE,1,0,1
3000,1970,0,11.5,1,2,11544.9,36,1,0,3000,1970,TRUE,1,0,1
NA,NA,0,10.5,0,2,2108.3799,65,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,2,2262.5701,47,0,1,0,0,FALSE,1,0,1
2500,1700,0,14.5,1,1,4288.8799,34,1,0,2500,1700,TRUE,1,0,1
3400,2100,0,15,0,4,13590.62,44,1,0,3400,2100,TRUE,1,0,1
3900,2400,1,16,0,4,10075.71,45,1,0,3900,2400,TRUE,1,0,1
3500,2100,0,14.5,0,2,14830.59,63,1,0,3500,2100,TRUE,1,0,1
NA,NA,1,10.5,1,1,11802.5,65,0,0,0,0,FALSE,1,0,1
1300,1000,0,11.5,1,1,4060.74,47,1,0,1300,1000,TRUE,1,0,1
NA,NA,0,10.5,0,3,1370.75,65,0,0,0,0,FALSE,1,0,1
2300,1300,1,10.5,0,3,1471,47,1,0,2300,1300,TRUE,1,0,1
NA,NA,0,9,1,1,6845.29,64,0,0,0,0,FALSE,1,0,1
1200,900,0,13,1,2,1123.95,21,1,0,1200,900,TRUE,1,0,1
840,623,1,14,1,1,12489.16,64,1,0,840,623,TRUE,1,0,1
3000,1900,1,17,0,2,3332.8601,56,1,0,3000,1900,TRUE,1,0,1
2450,1880,0,10.5,0,2,2498.1799,63,1,0,2450,1880,TRUE,1,0,1
NA,NA,1,9,0,2,2203.46,64,0,0,0,0,FALSE,1,0,1
230,230,1,11.5,0,2,284.67999,56,1,0,230,230,TRUE,1,0,1
2500,1800,1,11.5,1,3,516.26001,37,1,0,2500,1800,TRUE,1,0,1
3000,2500,0,10.5,0,3,4348.46,48,1,0,3000,2500,TRUE,1,0,1
1800,1150,1,11,0,3,3915.52,45,1,0,1800,1150,TRUE,1,0,1
3343,2186,1,10.5,1,1,11820.85,54,1,0,3343,2186,TRUE,1,0,1
1600,970,1,15,0,3,94.010002,55,1,0,1600,970,TRUE,1,0,1
3000,1800,1,16,1,2,155.49001,27,1,0,3000,1800,TRUE,1,0,1
NA,NA,1,13,1,2,129.99001,24,0,0,0,0,FALSE,1,0,1
600,600,0,13,1,3,147.10001,22,1,0,600,600,TRUE,1,0,1
2900,2100,1,14.5,1,1,3191.96,42,1,0,2900,2100,TRUE,1,0,1
3680,2800,0,11.5,1,1,15719.81,53,1,0,3680,2800,TRUE,1,0,1
2700,1400,1,14.5,0,4,3487.21,48,1,0,2700,1400,TRUE,1,0,1
1500,950,1,11.5,0,4,302.72,51,1,0,1500,950,TRUE,1,0,1
2300,1500,1,12,1,1,13409.82,50,1,0,2300,1500,TRUE,1,0,1
2900,2300,0,10.5,0,2,2673.3401,51,1,0,2900,2300,TRUE,1,0,1
2200,1300,1,11.5,0,2,2332.1599,55,1,0,2200,1300,TRUE,1,0,1
4550,2600,0,11.5,1,1,4277.4502,53,1,0,4550,2600,TRUE,1,0,1
3199,2070,0,11.5,0,4,17283.439,52,1,0,3199,2070,TRUE,1,0,1
400,333,1,11.5,0,4,16182.75,49,1,0,400,333,TRUE,1,0,1
2500,1620,1,16,0,2,1497.85,56,1,0,2500,1620,TRUE,1,0,1
544,510,0,18,1,1,2478.2,25,1,0,544,510,TRUE,1,0,1
NA,NA,1,13,1,1,1786.1801,23,0,0,0,0,FALSE,1,0,1
NA,NA,0,14,1,1,4759.77,65,0,0,0,0,FALSE,1,0,1
2495,1687,1,12,0,3,2457.03,50,1,0,2495,1687,TRUE,1,0,1
4000,3500,0,12,0,2,872.41998,59,1,0,4000,3500,TRUE,1,0,1
4300,2600,1,12,0,2,713.27002,60,1,0,4300,2600,TRUE,1,0,1
576,450,0,14,0,2,564.08002,62,1,0,576,450,TRUE,1,0,1
380,380,1,10.5,0,2,497.54001,62,1,0,380,380,TRUE,1,0,1
3410,2500,0,18,0,2,388.31,39,1,0,3410,2500,TRUE,1,0,1
600,450,0,10.5,0,2,504.78,46,1,0,600,450,TRUE,1,0,1
4961,3430,0,16,0,5,13139.1,49,1,0,4961,3430,TRUE,1,0,1
2190,1200,1,14.5,0,3,860.81,55,1,0,2190,1200,TRUE,1,0,1
2200,1502,1,16,1,3,1247.63,26,1,0,2200,1502,TRUE,1,0,1
4599,2600,0,15,0,4,1082.91,49,1,0,4599,2600,TRUE,1,0,1
1539,944,1,18,0,5,3261.3301,49,1,0,1539,944,TRUE,1,0,1
NA,NA,0,14.5,0,2,2634.1101,56,0,0,0,0,FALSE,1,0,1
4900,3500,0,18,1,1,10880.54,50,1,0,4900,3500,TRUE,1,0,1
NA,NA,1,14.5,0,4,911.48999,32,0,0,0,0,FALSE,1,0,1
NA,NA,1,9,1,2,12979.04,62,0,0,0,0,FALSE,1,0,1
3400,2000,0,10.5,1,4,874.63,47,1,0,3400,2000,TRUE,1,0,1
NA,NA,1,18,0,3,7681.8501,44,0,0,0,0,FALSE,1,0,1
1500,1100,0,18,0,2,5074.7998,59,1,0,1500,1100,TRUE,1,0,1
2675,1700,0,11.5,1,1,15542.05,53,1,0,2675,1700,TRUE,1,0,1
NA,NA,1,10.5,1,1,7881.7598,54,0,0,0,0,FALSE,1,0,1
2739,1482,1,14.5,0,3,6266.9102,37,1,0,2739,1482,TRUE,1,0,1
2759,1649,1,11.5,1,3,909.60999,53,1,0,2759,1649,TRUE,1,0,1
3000,1950,0,11.5,1,1,983.87,52,1,0,3000,1950,TRUE,1,0,1
680,249,0,13,1,3,1296.4,22,1,0,680,249,TRUE,1,0,1
NA,NA,0,9,1,3,1093.05,19,0,0,0,0,FALSE,1,0,1
450,450,1,13,0,2,381.48001,64,1,0,450,450,TRUE,1,0,1
2719,1718,1,10.5,1,1,11697.77,61,1,0,2719,1718,TRUE,1,0,1
450,434,1,11.5,0,5,284.19,53,1,0,450,434,TRUE,1,0,1
1400,1250,1,13,1,5,360.28,23,1,0,1400,1250,TRUE,1,0,1
3000,2000,1,10,1,2,1164.42,51,1,0,3000,2000,TRUE,1,0,1
2400,1500,1,11,1,2,761.47998,52,1,0,2400,1500,TRUE,1,0,1
600,500,0,10,1,2,1085.27,22,1,0,600,500,TRUE,1,0,1
4500,3500,0,14,1,1,14227.36,51,1,0,4500,3500,TRUE,1,0,1
4400,2400,0,10.5,0,2,8518.4805,58,1,0,4400,2400,TRUE,1,0,1
1589,1100,1,11.5,0,2,7645.9399,54,1,0,1589,1100,TRUE,1,0,1
3000,2000,0,13.5,1,2,15512.45,25,1,0,3000,2000,TRUE,1,0,1
4400,2800,0,15,1,1,14609.89,53,1,0,4400,2800,TRUE,1,0,1
3500,2800,0,14,0,2,831.89001,65,1,0,3500,2800,TRUE,1,0,1
1400,1200,1,12,0,2,775.85999,64,1,0,1400,1200,TRUE,1,0,1
3400,2200,1,18,0,4,5371.8599,39,1,0,3400,2200,TRUE,1,0,1
NA,NA,0,10,1,1,5084.1401,29,0,1,0,0,FALSE,1,0,1
1585,900,1,9,0,2,13522.05,52,1,0,1585,900,TRUE,1,0,1
1400,1100,0,12,1,1,2358.8101,52,1,0,1400,1100,TRUE,1,0,1
NA,NA,1,14.5,1,2,3041.55,43,0,1,0,0,FALSE,1,0,1
3877,1838,1,10,0,2,2274.52,61,1,0,3877,1838,TRUE,1,0,1
1600,1300,1,18,0,4,452.88,30,1,0,1600,1300,TRUE,1,0,1
2800,2700,0,11,0,2,10863.4,60,1,0,2800,2700,TRUE,1,0,1
800,600,1,11.5,0,2,9581.7998,61,1,0,800,600,TRUE,1,0,1
NA,NA,1,18,1,4,384.79999,53,0,0,0,0,FALSE,1,0,1
1227,1062,1,10,1,4,557.71002,26,1,0,1227,1062,TRUE,1,0,1
NA,NA,1,10.5,0,2,3261.05,54,0,0,0,0,FALSE,1,0,1
NA,NA,0,10.5,0,3,1973.45,56,0,1,0,0,FALSE,1,0,1
2450,1900,0,10,1,3,3431.0901,34,1,0,2450,1900,TRUE,1,0,1
1864,1497,1,12,0,4,1676.23,50,1,0,1864,1497,TRUE,1,0,1
2671,1749,0,10.5,0,2,4758.23,62,1,0,2671,1749,TRUE,1,0,1
NA,NA,1,10.5,1,1,2053.8799,58,0,1,0,0,FALSE,1,0,1
NA,NA,0,10.5,0,4,5128.6201,64,0,0,0,0,FALSE,1,0,1
2900,2100,1,11.5,0,4,4670.8999,58,1,0,2900,2100,TRUE,1,0,1
2500,1900,0,10.5,1,4,8017.7798,26,1,0,2500,1900,TRUE,1,0,1
4580,3208,0,17,0,3,2533.52,65,1,0,4580,3208,TRUE,1,0,1
NA,NA,0,11.5,1,3,7012.3501,39,0,1,0,0,FALSE,1,0,1
3200,3000,0,11.5,0,3,3332.3701,62,1,0,3200,3000,TRUE,1,0,1
920,750,1,11.5,0,3,3331.8799,54,1,0,920,750,TRUE,1,0,1
NA,NA,1,13,1,3,4223.96,22,0,0,0,0,FALSE,1,0,1
167,167,1,11.5,1,2,4032.26,62,1,0,167,167,TRUE,1,0,1
2570,1955,0,10.5,0,2,1426.88,62,1,0,2570,1955,TRUE,1,0,1
450,450,1,11.5,1,4,719.59003,53,1,0,450,450,TRUE,1,0,1
3700,2200,1,11.5,1,1,1427.91,29,1,0,3700,2200,TRUE,1,0,1
1900,1600,0,11.5,1,4,1025.5699,25,1,0,1900,1600,TRUE,1,0,1
4995,3030,0,11,1,4,824.85999,52,1,0,4995,3030,TRUE,1,0,1
3100,1850,0,10.5,1,3,1313.25,58,1,0,3100,1850,TRUE,1,0,1
3060,1800,1,14.5,1,2,1310.8,29,1,0,3060,1800,TRUE,1,0,1
1820,1270,1,11.5,1,3,1494.34,23,1,0,1820,1270,TRUE,1,0,1
1600,1000,1,10.5,0,2,6525.27,60,1,0,1600,1000,TRUE,1,0,1
1400,1000,1,15,0,2,11195.33,60,1,0,1400,1000,TRUE,1,0,1
4061,2675,0,10.5,0,3,5845.6899,57,1,0,4061,2675,TRUE,1,0,1
410,390,1,10.5,0,3,5246.9199,53,1,0,410,390,TRUE,1,0,1
NA,NA,0,11.5,0,3,1761.99,63,0,0,0,0,FALSE,1,0,1
1000,600,1,11.5,0,3,1554.12,61,1,0,1000,600,TRUE,1,0,1
NA,NA,0,10.5,0,2,2907.3701,65,0,0,0,0,FALSE,1,0,1
2200,1550,1,12,0,2,2564.3799,62,1,0,2200,1550,TRUE,1,0,1
1520,1181,1,10,1,2,10100.45,33,1,0,1520,1181,TRUE,1,0,1
NA,NA,0,11,0,2,5064.52,57,0,1,0,0,FALSE,1,0,1
860,300,1,12,0,2,4140.6602,57,1,0,860,300,TRUE,1,0,1
2150,1476,1,12,0,3,11644.76,43,1,0,2150,1476,TRUE,1,0,1
1590,963,1,11.5,0,3,3817.0901,48,1,0,1590,963,TRUE,1,0,1
4797,4000,0,18,0,2,5410.6401,53,1,0,4797,4000,TRUE,1,0,1
1900,1000,1,14.5,0,2,4720.1201,51,1,0,1900,1000,TRUE,1,0,1
1950,1500,0,11.5,0,2,2444.6101,64,1,0,1950,1500,TRUE,1,0,1
3050,2100,0,10.5,0,2,4469.6699,59,1,0,3050,2100,TRUE,1,0,1
2108,1461,1,14.5,1,1,7190,60,1,0,2108,1461,TRUE,1,0,1
NA,NA,0,11.5,0,4,2391.6399,42,0,0,0,0,FALSE,1,0,1
3200,2300,1,12,0,4,1773.09,42,1,0,3200,2300,TRUE,1,0,1
1000,680,1,10,0,3,1659.01,27,1,0,1000,680,TRUE,1,0,1
4300,2500,0,18,0,2,12901.85,31,1,0,4300,2500,TRUE,1,0,1
595,430,1,11.5,0,4,6638.3701,60,1,0,595,430,TRUE,1,0,1
450,450,0,10.5,0,4,8353.9902,55,1,0,450,450,TRUE,1,0,1
2400,1580,0,11.5,1,4,11395.02,30,1,0,2400,1580,TRUE,1,0,1
1200,800,1,9,0,2,22759.359,39,1,0,1200,800,TRUE,1,0,1
3400,2000,0,11,0,4,7856.5801,56,1,0,3400,2000,TRUE,1,0,1
2500,1900,1,14,0,4,6423.4102,57,1,0,2500,1900,TRUE,1,0,1
2400,1200,1,14.5,1,4,8939.9004,25,1,0,2400,1200,TRUE,1,0,1
1600,1170,1,13,1,4,8939.9004,25,1,0,1600,1170,TRUE,1,0,1
860,610,1,15,0,2,998.73999,46,1,0,860,610,TRUE,1,0,1
4300,2500,0,15,0,4,1815.99,49,1,0,4300,2500,TRUE,1,0,1
NA,NA,0,13,1,3,1618.09,28,0,0,0,0,FALSE,1,0,1
4200,2800,1,13,0,2,12069.63,65,1,0,4200,2800,TRUE,1,0,1
3000,1900,0,11.5,1,2,2844.0801,43,1,0,3000,1900,TRUE,1,0,1
1350,1050,1,13.5,0,3,2767.52,51,1,0,1350,1050,TRUE,1,0,1
3200,2050,0,10.5,0,3,3172.3899,53,1,0,3200,2050,TRUE,1,0,1
NA,NA,1,9,1,2,6507.5601,58,0,1,0,0,FALSE,1,0,1
350,302,0,10.5,1,2,11170.48,30,1,0,350,302,TRUE,1,0,1
2500,1500,1,13.5,1,2,1254.78,50,1,0,2500,1500,TRUE,1,0,1
4000,2500,1,18,1,1,13606.28,43,1,0,4000,2500,TRUE,1,0,1
2300,1500,0,18,0,4,3615.79,42,1,0,2300,1500,TRUE,1,0,1
3000,1970,1,18,0,4,2928.8201,38,1,0,3000,1970,TRUE,1,0,1
4500,2700,0,11.5,1,2,922.84003,47,1,0,4500,2700,TRUE,1,0,1
1700,1200,1,11,1,1,539.09003,47,1,0,1700,1200,TRUE,1,0,1
445,445,0,13,1,4,2744.48,23,1,0,445,445,TRUE,1,0,1
4501,2000,1,18,1,3,6268.3398,44,1,0,4501,2000,TRUE,1,0,1
3200,1900,1,14.5,0,2,572.56,48,1,0,3200,1900,TRUE,1,0,1
NA,NA,1,13,1,2,676.28998,20,0,0,0,0,FALSE,1,0,1
2600,1520,1,18,0,5,91.07,47,1,0,2600,1520,TRUE,1,0,1
4855,3000,0,13,1,2,2023.13,48,1,0,4855,3000,TRUE,1,0,1
2800,1824,1,15,1,1,2433.4299,53,1,0,2800,1824,TRUE,1,0,1
700,700,0,13,1,1,2833.3999,24,1,0,700,700,TRUE,1,0,1
4000,2200,1,15,1,2,2076.47,50,1,0,4000,2200,TRUE,1,0,1
227,227,1,14.5,0,4,6563.7202,58,1,0,227,227,TRUE,1,0,1
NA,NA,1,13,1,4,8393.6904,19,0,0,0,0,FALSE,1,0,1
2600,1700,1,12,0,3,21237.119,60,1,0,2600,1700,TRUE,1,0,1
4100,2300,0,15,0,4,1011.8,47,1,0,4100,2300,TRUE,1,0,1
1600,1090,1,11.5,0,4,995.40997,38,1,0,1600,1090,TRUE,1,0,1
NA,NA,0,11.5,0,2,8030.1001,46,0,1,0,0,FALSE,1,0,1
3600,2600,1,15,0,2,7230.6099,44,1,0,3600,2600,TRUE,1,0,1
450,450,0,11,0,3,624.72998,65,1,0,450,450,TRUE,1,0,1
1050,890,1,15,0,3,551.02002,61,1,0,1050,890,TRUE,1,0,1
NA,NA,1,18,0,4,417.88,36,0,0,0,0,FALSE,1,0,1
3900,2200,1,11.5,1,1,4518.5498,59,1,0,3900,2200,TRUE,1,0,1
4500,2450,0,10.5,0,4,2939.2,52,1,0,4500,2450,TRUE,1,0,1
1300,1100,1,10.5,0,4,2752.02,48,1,0,1300,1100,TRUE,1,0,1
1018,801,0,12,1,4,3081.1799,19,1,0,1018,801,TRUE,1,0,1
362,346,1,10.5,1,1,680.46997,61,1,0,362,346,TRUE,1,0,1
4317,2600,0,18,1,1,5036.6001,30,1,0,4317,2600,TRUE,1,0,1
NA,NA,0,14,1,1,4328.1099,58,0,0,0,0,FALSE,1,0,1
2285,1256,1,12,0,2,8062.5898,49,1,0,2285,1256,TRUE,1,0,1
NA,NA,1,7,1,1,6347,60,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,1,2,2211.0901,65,0,0,0,0,FALSE,1,0,1
3400,2000,0,9,1,1,15661.68,52,1,0,3400,2000,TRUE,1,0,1
860,680,1,11,1,2,6371.77,55,1,0,860,680,TRUE,1,0,1
1950,1658,0,11.5,1,2,9962.71,30,1,0,1950,1658,TRUE,1,0,1
NA,NA,0,11,0,3,2367.8,58,0,0,0,0,FALSE,1,0,1
2600,1750,1,12,0,3,2125.27,54,1,0,2600,1750,TRUE,1,0,1
1255,1207,1,13,1,3,2694.29,21,1,0,1255,1207,TRUE,1,0,1
NA,NA,0,15,1,2,2743.3899,47,0,0,0,0,FALSE,1,0,1
450,450,1,11.5,0,2,388.16,57,1,0,450,450,TRUE,1,0,1
NA,NA,1,12,0,4,680.85999,30,0,0,0,0,FALSE,1,0,1
NA,NA,1,10,0,2,4119.9502,50,0,0,0,0,FALSE,1,0,1
3900,2500,0,13.5,0,3,1632.1899,60,1,0,3900,2500,TRUE,1,0,1
1100,767,1,9,0,3,1829.3101,54,1,0,1100,767,TRUE,1,0,1
NA,NA,1,13.5,0,4,2434.3601,54,0,0,0,0,FALSE,1,0,1
NA,NA,1,13,1,4,3086.1399,24,0,0,0,0,FALSE,1,0,1
NA,NA,1,13,1,4,3086.1399,21,0,0,0,0,FALSE,1,0,1
1100,700,0,7,0,3,1430.58,49,1,0,1100,700,TRUE,1,0,1
NA,NA,1,9,0,3,1288.15,45,0,1,0,0,FALSE,1,0,1
2800,1650,0,10.5,1,2,1559.21,49,1,0,2800,1650,TRUE,1,0,1
3500,2400,0,10.5,0,2,3177.6399,63,1,0,3500,2400,TRUE,1,0,1
NA,NA,1,12,0,2,2894.04,59,0,0,0,0,FALSE,1,0,1
3400,2400,0,11,0,2,4417.6699,60,1,0,3400,2400,TRUE,1,0,1
2200,1200,1,12,0,2,6535.52,55,1,0,2200,1200,TRUE,1,0,1
4600,2762,0,18,1,2,21721.17,35,1,0,4600,2762,TRUE,1,0,1
970,713,1,10.5,0,3,746.59998,47,1,0,970,713,TRUE,1,0,1
3800,2300,1,13,1,3,748.29999,46,1,0,3800,2300,TRUE,1,0,1
1900,1065,1,12,0,4,160.13,37,1,0,1900,1065,TRUE,1,0,1
NA,NA,1,11.5,0,4,918.03998,34,0,0,0,0,FALSE,1,0,1
2400,1800,0,15,0,3,18520.6,52,1,0,2400,1800,TRUE,1,0,1
2000,1400,1,11.5,0,3,16156.95,51,1,0,2000,1400,TRUE,1,0,1
NA,NA,0,10.5,0,3,6560.23,65,0,0,0,0,FALSE,1,0,1
1700,1002,1,16,0,3,6824.6201,59,1,0,1700,1002,TRUE,1,0,1
2800,1800,0,13.5,1,3,9871.7305,33,1,0,2800,1800,TRUE,1,0,1
3800,2750,0,11.5,1,1,12739.31,26,1,0,3800,2750,TRUE,1,0,1
NA,NA,0,15,0,2,5291.4302,62,0,0,0,0,FALSE,1,0,1
3949,2385,1,12,0,2,4667.1802,62,1,0,3949,2385,TRUE,1,0,1
4083,3019,0,10.5,0,2,901.92999,57,1,0,4083,3019,TRUE,1,0,1
NA,NA,1,9,0,2,737.40002,55,0,0,0,0,FALSE,1,0,1
3300,2100,1,15,1,1,567.45001,60,1,0,3300,2100,TRUE,1,0,1
3571,2293,1,11.5,1,3,208.7,54,1,0,3571,2293,TRUE,1,0,1
4500,3300,0,16,0,2,507.81,51,1,0,4500,3300,TRUE,1,0,1
NA,NA,1,10.5,1,2,3522.74,64,0,0,0,0,FALSE,1,0,1
2200,1400,1,10.5,1,2,1026.74,52,1,0,2200,1400,TRUE,1,0,1
3500,1800,1,16,0,3,581.37,59,1,0,3500,1800,TRUE,1,0,1
1600,1200,1,18,1,1,1859.22,27,1,0,1600,1200,TRUE,1,0,1
650,580,1,13,1,3,809.13,22,1,0,650,580,TRUE,1,0,1
NA,NA,1,18,0,2,804.25,55,0,0,0,0,FALSE,1,0,1
3600,3030,0,14.5,1,1,21233.66,45,1,0,3600,3030,TRUE,1,0,1
2800,2000,0,12,0,3,2960.46,56,1,0,2800,2000,TRUE,1,0,1
NA,NA,1,12,0,3,2420.4199,59,0,0,0,0,FALSE,1,0,1
2945,1734,0,13.5,1,3,1702.13,49,1,0,2945,1734,TRUE,1,0,1
4683,3241,0,12,0,4,1295.17,53,1,0,4683,3241,TRUE,1,0,1
2653,1595,1,16,0,4,1129.88,51,1,0,2653,1595,TRUE,1,0,1
600,100,0,14.5,0,2,2210.72,65,1,0,600,100,TRUE,1,0,1
4200,2505,1,18,0,2,1966.97,32,1,0,4200,2505,TRUE,1,0,1
NA,NA,1,18,1,4,3066.21,29,0,0,0,0,FALSE,1,0,1
NA,NA,1,13,1,1,3106.23,23,0,0,0,0,FALSE,1,0,1
NA,NA,1,15,1,1,2974.6899,37,0,0,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,3,15632.5,55,0,0,0,0,FALSE,1,0,1
NA,NA,0,12,0,2,13377.25,62,0,0,0,0,FALSE,1,0,1
NA,NA,1,10,1,2,18088.77,22,0,0,0,0,FALSE,1,0,1
960,760,1,10.5,1,3,1036.33,55,1,0,960,760,TRUE,1,0,1
3783,2888,0,9,0,3,2347.6001,30,1,0,3783,2888,TRUE,1,0,1
NA,NA,0,13,1,3,1621.49,20,0,0,0,0,FALSE,1,0,1
NA,NA,0,10,1,3,1367.15,17,0,0,0,0,FALSE,1,0,1
3800,2800,0,10.5,0,4,8508.3398,56,1,0,3800,2800,TRUE,1,0,1
1200,600,1,11.5,0,4,7636.8398,52,1,0,1200,600,TRUE,1,0,1
3250,2044,0,15,1,4,11940.72,28,1,0,3250,2044,TRUE,1,0,1
365,300,1,13,1,4,9681.54,24,1,0,365,300,TRUE,1,0,1
1300,700,1,16,1,1,7839.0898,54,1,0,1300,700,TRUE,1,0,1
200,200,0,14,0,2,872.5,60,1,0,200,200,TRUE,1,0,1
1708,1006,1,11.5,0,2,769.57001,61,1,0,1708,1006,TRUE,1,0,1
4800,2800,1,12,0,3,271.66,44,1,0,4800,2800,TRUE,1,0,1
2579,1719,0,11.5,0,3,457.56,45,1,0,2579,1719,TRUE,1,0,1
1800,1116,1,11.5,0,2,15448.19,45,1,0,1800,1116,TRUE,1,0,1
NA,NA,1,9,0,2,4184.75,21,0,0,0,0,FALSE,1,0,1
3600,2500,0,10.5,0,4,7596.4102,58,1,0,3600,2500,TRUE,1,0,1
2300,1200,1,11.5,0,4,6818.3198,52,1,0,2300,1200,TRUE,1,0,1
4258,2524,0,13.5,1,4,10660.91,29,1,0,4258,2524,TRUE,1,0,1
1400,900,0,13,1,4,9717.5898,20,1,0,1400,900,TRUE,1,0,1
4800,2800,1,13.5,1,1,5470.46,63,1,0,4800,2800,TRUE,1,0,1
3600,1900,0,15,0,2,2797.6799,65,1,0,3600,1900,TRUE,1,0,1
NA,NA,1,15,0,2,2609.26,64,0,0,0,0,FALSE,1,0,1
4700,2800,0,13,0,5,1319.51,39,1,0,4700,2800,TRUE,1,0,1
4070,2603,0,15,0,2,671.16998,60,1,0,4070,2603,TRUE,1,0,1
2435,1748,1,12,0,4,12856.27,42,1,0,2435,1748,TRUE,1,0,1
2500,1700,1,14.5,1,2,192.81,52,1,0,2500,1700,TRUE,1,0,1
1500,1200,1,18,1,2,382.95999,22,1,0,1500,1200,TRUE,1,0,1
1500,1050,1,11.5,0,3,1539.39,53,1,0,1500,1050,TRUE,1,0,1
NA,NA,0,9,0,5,10100.62,51,0,0,0,0,FALSE,1,0,1
1300,1100,1,7,0,5,13488.94,46,1,0,1300,1100,TRUE,1,0,1
985,700,1,11.5,0,4,1779.85,52,1,0,985,700,TRUE,1,0,1
3200,1916,0,11.5,0,2,1259.12,56,1,0,3200,1916,TRUE,1,0,1
700,470,1,11.5,0,2,1029.4399,60,1,0,700,470,TRUE,1,0,1
NA,NA,1,10.5,0,3,2982.97,63,0,0,0,0,FALSE,1,0,1
3500,2400,0,10.5,1,1,9600.7998,61,1,0,3500,2400,TRUE,1,0,1
1142,903,1,10.5,1,4,2330.6899,50,1,0,1142,903,TRUE,1,0,1
2500,2100,1,15,1,2,14973.77,56,1,0,2500,2100,TRUE,1,0,1
1200,950,1,9,0,3,18528.16,28,1,0,1200,950,TRUE,1,0,1
1900,477,0,10,1,1,19693.189,23,1,0,1900,477,TRUE,1,0,1
2200,1810,0,10.5,1,2,18843.57,55,1,0,2200,1810,TRUE,1,0,1
450,450,0,14.5,0,2,83.220001,63,1,0,450,450,TRUE,1,0,1
NA,NA,1,18,0,5,644.58002,30,0,0,0,0,FALSE,1,0,1
1100,794,1,14,1,2,14975.8,44,1,0,1100,794,TRUE,1,0,1
NA,NA,1,10.5,0,2,13518.64,65,0,0,0,0,FALSE,1,0,1
1121,808,1,13,0,5,474.82999,41,1,0,1121,808,TRUE,1,0,1
3500,2400,0,9,0,4,2499.24,40,1,0,3500,2400,TRUE,1,0,1
450,450,1,10.5,0,4,2024.41,40,1,0,450,450,TRUE,1,0,1
3000,2000,1,12,0,2,3008.5701,59,1,0,3000,2000,TRUE,1,0,1
2400,1500,0,18,0,2,3679.8401,58,1,0,2400,1500,TRUE,1,0,1
4500,3476,0,15,1,1,875.03998,57,1,0,4500,3476,TRUE,1,0,1
3000,2000,0,10.5,0,2,10763.66,64,1,0,3000,2000,TRUE,1,0,1
450,450,1,10.5,0,2,9803.0195,57,1,0,450,450,TRUE,1,0,1
NA,NA,1,9,0,2,3967.48,63,0,0,0,0,FALSE,1,0,1
2000,1500,1,18,0,3,15985.5,52,1,0,2000,1500,TRUE,1,0,1
980,565,1,11.5,0,3,1290.58,50,1,0,980,565,TRUE,1,0,1
2600,1700,0,11.5,0,2,3802.4099,57,1,0,2600,1700,TRUE,1,0,1
1500,1100,1,10.5,0,2,4014.5801,44,1,0,1500,1100,TRUE,1,0,1
3100,2200,1,11.5,0,2,8608.8096,59,1,0,3100,2200,TRUE,1,0,1
150,150,0,10.5,0,2,9452.4297,64,1,0,150,150,TRUE,1,0,1
4279,3281,1,18,0,2,12608.94,33,1,0,4279,3281,TRUE,1,0,1
