monthly_wage_gross,monthly_wage_net,x2,x1,x3,hh_size,weight,age,lfs_working,lfs_unemployed,y,netwage,part,x0,y0,w
NA,NA,1,13,0,4,962.53003,56,0,0,0,0,FALSE,1,0,1
3600,1850,1,17,0,4,1982.65,45,1,0,3600,1850,TRUE,1,0,1
1000,800,1,11.5,0,4,1228.8199,46,1,0,1000,800,TRUE,1,0,1
1100,850,1,10.5,1,3,327.53,42,1,0,1100,850,TRUE,1,0,1
450,450,0,11.5,1,3,310.22,58,1,0,450,450,TRUE,1,0,1
2500,1800,0,10.5,1,1,546.51001,36,1,0,2500,1800,TRUE,1,0,1
580,492,1,9,1,4,617.08002,32,1,0,580,492,TRUE,1,0,1
380,380,1,13.5,1,6,93.239998,34,1,0,380,380,TRUE,1,0,1
NA,NA,0,9,1,6,92.269997,24,0,0,0,0,FALSE,1,0,1
NA,NA,1,14.5,0,5,76.879997,39,0,0,0,0,FALSE,1,0,1
3251,2282,1,18,1,4,461.45999,46,1,0,3251,2282,TRUE,1,0,1
3200,2700,1,18,0,4,1395.1899,48,1,0,3200,2700,TRUE,1,0,1
2900,933,0,13,0,3,899.02002,58,1,0,2900,933,TRUE,1,0,1
900,430,1,18,0,3,866.08002,48,1,0,900,430,TRUE,1,0,1
1000,750,0,12,0,4,1066.1899,52,1,0,1000,750,TRUE,1,0,1
4000,3000,0,12,0,4,33.400002,47,1,0,4000,3000,TRUE,1,0,1
1825,1070,1,10.5,0,4,30.08,45,1,0,1825,1070,TRUE,1,0,1
750,750,0,13,1,1,83.260002,25,1,0,750,750,TRUE,1,0,1
3000,1600,0,18,0,4,2179.28,50,1,0,3000,1600,TRUE,1,0,1
NA,NA,1,13.5,0,5,122.99,39,0,0,0,0,FALSE,1,0,1
1500,900,0,11.5,0,4,2262.6899,38,1,0,1500,900,TRUE,1,0,1
3500,2600,1,13.5,0,4,1892.27,38,1,0,3500,2600,TRUE,1,0,1
3237,2150,1,15,1,5,18.870001,47,1,0,3237,2150,TRUE,1,0,1
3400,2100,0,10.5,0,4,485.04999,54,1,0,3400,2100,TRUE,1,0,1
4300,2500,1,18,0,4,423.14999,52,1,0,4300,2500,TRUE,1,0,1
412,412,1,13,1,4,536.44,21,1,0,412,412,TRUE,1,0,1
3400,2163,0,9,0,5,245.02,42,1,0,3400,2163,TRUE,1,0,1
500,294,1,9,0,5,181.64999,42,1,0,500,294,TRUE,1,0,1
4000,2000,0,11.5,0,4,1538.24,44,1,0,4000,2000,TRUE,1,0,1
3682,2600,1,12,0,4,1245.99,40,1,0,3682,2600,TRUE,1,0,1
3000,2000,0,14.5,1,2,100.66,55,1,0,3000,2000,TRUE,1,0,1
3900,2200,0,12,1,5,577.65002,40,1,0,3900,2200,TRUE,1,0,1
1500,1250,0,10.5,0,5,440.91,47,1,0,1500,1250,TRUE,1,0,1
NA,NA,1,10.5,0,5,397.01001,43,0,0,0,0,FALSE,1,0,1
3300,2050,0,14,0,4,645.10999,39,1,0,3300,2050,TRUE,1,0,1
1334,980,1,11.5,0,4,539.5,36,1,0,1334,980,TRUE,1,0,1
NA,NA,1,16,0,6,232.34,49,0,0,0,0,FALSE,1,0,1
3400,2500,0,14.5,0,5,26.540001,41,1,0,3400,2500,TRUE,1,0,1
NA,NA,1,11.5,0,5,47.709999,40,0,1,0,0,FALSE,1,0,1
450,450,1,7,0,5,9.8299999,34,1,0,450,450,TRUE,1,0,1
4750,3800,0,14.5,0,5,347.10999,35,1,0,4750,3800,TRUE,1,0,1
2500,1460,1,12,0,5,325.31,34,1,0,2500,1460,TRUE,1,0,1
3700,1500,1,16,0,4,356.22,42,1,0,3700,1500,TRUE,1,0,1
1680,1080,1,11.5,1,4,1295.97,36,1,0,1680,1080,TRUE,1,0,1
3200,2400,0,9,1,4,4839.9502,36,1,0,3200,2400,TRUE,1,0,1
640,550,1,7,0,5,1341.96,38,1,0,640,550,TRUE,1,0,1
NA,NA,0,7,0,5,1604.66,37,0,1,0,0,FALSE,1,0,1
300,300,0,7,1,6,225.69,52,1,0,300,300,TRUE,1,0,1
300,300,1,7,1,6,202.64999,44,1,0,300,300,TRUE,1,0,1
NA,NA,1,16,0,4,1151.54,56,0,0,0,0,FALSE,1,0,1
1900,900,1,15,0,4,1739.62,42,1,0,1900,900,TRUE,1,0,1
2800,2050,0,15,0,4,2346.48,41,1,0,2800,2050,TRUE,1,0,1
435,420,1,9,0,5,288.70001,40,1,0,435,420,TRUE,1,0,1
NA,NA,1,12,0,4,2109.49,32,0,0,0,0,FALSE,1,0,1
3000,2000,0,9,0,4,1981.16,31,1,0,3000,2000,TRUE,1,0,1
NA,NA,1,18,0,4,2122.79,54,0,0,0,0,FALSE,1,0,1
1300,1200,1,13.5,0,4,2345.4399,41,1,0,1300,1200,TRUE,1,0,1
NA,NA,1,9,0,5,1060.0601,35,0,0,0,0,FALSE,1,0,1
3900,2100,0,10.5,0,5,1597.73,31,1,0,3900,2100,TRUE,1,0,1
NA,NA,0,18,0,5,176.14999,63,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,5,236.03,49,0,0,0,0,FALSE,1,0,1
NA,NA,0,13,1,5,276.42001,21,0,0,0,0,FALSE,1,0,1
NA,NA,0,13,1,5,233.07001,20,0,0,0,0,FALSE,1,0,1
1800,1100,1,14,0,4,579.40002,41,1,0,1800,1100,TRUE,1,0,1
920,620,1,11.5,0,4,858.78003,40,1,0,920,620,TRUE,1,0,1
450,450,1,11.5,0,7,27.549999,38,1,0,450,450,TRUE,1,0,1
2800,1900,0,11.5,0,3,329.41,37,1,0,2800,1900,TRUE,1,0,1
4060,2971,0,10.5,0,3,31.700001,31,1,0,4060,2971,TRUE,1,0,1
450,450,1,9,0,3,30.73,31,1,0,450,450,TRUE,1,0,1
3000,1500,1,18,0,4,1524.49,51,1,0,3000,1500,TRUE,1,0,1
NA,NA,0,9,0,7,771.21002,39,0,1,0,0,FALSE,1,0,1
NA,NA,1,10,0,7,722.78003,32,0,1,0,0,FALSE,1,0,1
650,518,0,10,1,4,244.99001,18,1,0,650,518,TRUE,1,0,1
1600,1000,1,11.5,0,4,2345.4399,40,1,0,1600,1000,TRUE,1,0,1
3115,2040,1,14,0,3,1774.48,45,1,0,3115,2040,TRUE,1,0,1
NA,NA,0,10.5,0,4,90.790001,57,0,1,0,0,FALSE,1,0,1
2000,1300,0,11.5,1,1,246.03,27,1,0,2000,1300,TRUE,1,0,1
3810,2437,0,10.5,1,1,861.96997,48,1,0,3810,2437,TRUE,1,0,1
410,410,1,11.5,1,3,279.60001,44,1,0,410,410,TRUE,1,0,1
4186,3177,1,18,0,6,274.95999,44,1,0,4186,3177,TRUE,1,0,1
4750,2900,0,18,0,6,370.88,43,1,0,4750,2900,TRUE,1,0,1
2400,1800,0,10.5,0,6,978.44,51,1,0,2400,1800,TRUE,1,0,1
NA,NA,1,11,0,6,916.12,49,0,1,0,0,FALSE,1,0,1
NA,NA,0,10,1,6,1181.95,21,0,0,0,0,FALSE,1,0,1
3000,2200,0,10.5,0,5,341.32999,52,1,0,3000,2200,TRUE,1,0,1
721,491,1,9,0,5,159.39999,42,1,0,721,491,TRUE,1,0,1
2863,1848,0,18,0,5,761.94,47,1,0,2863,1848,TRUE,1,0,1
3500,2200,1,18,0,5,626.01001,46,1,0,3500,2200,TRUE,1,0,1
3100,1560,1,18,0,4,2300.4199,41,1,0,3100,1560,TRUE,1,0,1
350,350,1,12,0,5,1175.72,41,1,0,350,350,TRUE,1,0,1
645,510,1,13.5,1,3,1313.0601,42,1,0,645,510,TRUE,1,0,1
2244,1520,1,14.5,0,5,738.33002,39,1,0,2244,1520,TRUE,1,0,1
3193,2317,1,18,0,4,1230.8,56,1,0,3193,2317,TRUE,1,0,1
1000,800,0,14.5,0,4,1548.89,55,1,0,1000,800,TRUE,1,0,1
NA,NA,1,11.5,0,4,1033.39,39,0,0,0,0,FALSE,1,0,1
500,400,1,18,0,4,944.92999,40,1,0,500,400,TRUE,1,0,1
3000,2250,0,14,0,5,166.12,60,1,0,3000,2250,TRUE,1,0,1
NA,NA,1,12,0,5,160.91,45,0,0,0,0,FALSE,1,0,1
3953,1936,1,18,0,5,942.14001,49,1,0,3953,1936,TRUE,1,0,1
3178,2024,1,14.5,1,3,2372.03,38,1,0,3178,2024,TRUE,1,0,1
450,450,0,13,1,1,712.63,25,1,0,450,450,TRUE,1,0,1
1200,755,1,18,0,5,362.03,43,1,0,1200,755,TRUE,1,0,1
1800,1076,1,13.5,0,4,1126.85,47,1,0,1800,1076,TRUE,1,0,1
4064,2680,0,16,0,4,1667,51,1,0,4064,2680,TRUE,1,0,1
1240,840,1,11.5,0,4,1560.83,47,1,0,1240,840,TRUE,1,0,1
NA,NA,1,14,0,5,905.58002,50,0,0,0,0,FALSE,1,0,1
1230,820,1,12,0,5,240.14999,48,1,0,1230,820,TRUE,1,0,1
NA,NA,1,7,0,6,473.19,39,0,0,0,0,FALSE,1,0,1
800,600,0,7,0,6,699.03998,36,1,0,800,600,TRUE,1,0,1
2100,1100,1,15,0,5,186.22,53,1,0,2100,1100,TRUE,1,0,1
2900,2140,0,10.5,0,5,243.27,50,1,0,2900,2140,TRUE,1,0,1
4300,2965,0,15,0,2,3493.1499,50,1,0,4300,2965,TRUE,1,0,1
2900,2300,0,10.5,0,4,405.85001,52,1,0,2900,2300,TRUE,1,0,1
1100,850,1,10.5,0,4,301.82001,50,1,0,1100,850,TRUE,1,0,1
3100,2100,1,18,0,5,494,46,1,0,3100,2100,TRUE,1,0,1
3300,2500,0,11.5,0,4,1895.6801,48,1,0,3300,2500,TRUE,1,0,1
1400,1100,1,15,0,4,1706.95,43,1,0,1400,1100,TRUE,1,0,1
1661,996,1,18,0,5,130.75,39,1,0,1661,996,TRUE,1,0,1
3200,1600,1,13.5,0,4,2333.24,43,1,0,3200,1600,TRUE,1,0,1
3166,2325,0,10.5,0,4,3951.1299,43,1,0,3166,2325,TRUE,1,0,1
1500,980,1,11.5,0,4,1698.8101,38,1,0,1500,980,TRUE,1,0,1
900,700,1,18,0,4,1591.55,44,1,0,900,700,TRUE,1,0,1
3800,2750,0,11.5,0,5,897.91998,45,1,0,3800,2750,TRUE,1,0,1
1600,800,1,11.5,0,5,665.69,42,1,0,1600,800,TRUE,1,0,1
2550,2349,1,18,0,5,99.080002,44,1,0,2550,2349,TRUE,1,0,1
1763,1000,1,13,1,7,90.199997,39,1,0,1763,1000,TRUE,1,0,1
2200,1150,1,10.5,0,6,453.51001,48,1,0,2200,1150,TRUE,1,0,1
NA,NA,1,10,1,6,492.19,18,0,0,0,0,FALSE,1,0,1
4400,2800,1,13,1,2,2541.6201,55,1,0,4400,2800,TRUE,1,0,1
2500,1800,0,12,0,5,523.40997,50,1,0,2500,1800,TRUE,1,0,1
280,265,1,15,0,5,430.03,46,1,0,280,265,TRUE,1,0,1
3800,2800,0,10.5,0,5,249.67,48,1,0,3800,2800,TRUE,1,0,1
1400,860,1,12,0,5,224.82001,45,1,0,1400,860,TRUE,1,0,1
900,750,0,9,1,5,272.39001,22,1,0,900,750,TRUE,1,0,1
500,500,0,9,1,5,229.67,17,1,0,500,500,TRUE,1,0,1
4400,2400,1,11.5,1,1,1051.22,46,1,0,4400,2400,TRUE,1,0,1
450,450,1,12,0,4,657.34998,46,1,0,450,450,TRUE,1,0,1
2300,1300,1,10.5,0,3,2619.72,36,1,0,2300,1300,TRUE,1,0,1
NA,NA,0,10.5,0,3,1764.23,41,0,1,0,0,FALSE,1,0,1
1200,800,1,12,0,4,2402.1101,43,1,0,1200,800,TRUE,1,0,1
4800,3500,0,9,0,4,3240.0801,42,1,0,4800,3500,TRUE,1,0,1
4100,2300,0,12,0,4,1694.1899,50,1,0,4100,2300,TRUE,1,0,1
2300,1300,1,12,0,4,1586.3,48,1,0,2300,1300,TRUE,1,0,1
960,950,1,16,0,4,1713.74,46,1,0,960,950,TRUE,1,0,1
4980,3200,0,16,0,4,2533.3999,45,1,0,4980,3200,TRUE,1,0,1
1650,950,1,12,0,4,1456,43,1,0,1650,950,TRUE,1,0,1
NA,NA,0,11,0,4,633.84003,63,0,0,0,0,FALSE,1,0,1
3200,2300,1,11,0,4,633.75,51,1,0,3200,2300,TRUE,1,0,1
3200,2600,0,11.5,0,3,1097.99,51,1,0,3200,2600,TRUE,1,0,1
1928,1100,1,11.5,0,3,1231.03,40,1,0,1928,1100,TRUE,1,0,1
1050,650,1,10.5,0,7,64.519997,39,1,0,1050,650,TRUE,1,0,1
650,500,0,9,1,7,60.330002,18,1,0,650,500,TRUE,1,0,1
2600,1700,0,11.5,0,4,692.94,42,1,0,2600,1700,TRUE,1,0,1
1900,1150,1,10.5,0,4,513.71997,40,1,0,1900,1150,TRUE,1,0,1
NA,NA,0,13.5,0,5,222.95,55,0,0,0,0,FALSE,1,0,1
4000,2900,1,14,0,5,249.97,39,1,0,4000,2900,TRUE,1,0,1
1350,650,1,11.5,0,4,890.01001,45,1,0,1350,650,TRUE,1,0,1
450,382,1,18,0,4,1205.21,50,1,0,450,382,TRUE,1,0,1
3500,2400,0,11.5,0,4,115.2,53,1,0,3500,2400,TRUE,1,0,1
2600,1300,1,15,0,4,100.5,51,1,0,2600,1300,TRUE,1,0,1
4500,2253,1,15,1,3,591.71997,41,1,0,4500,2253,TRUE,1,0,1
NA,NA,1,18,0,3,723.40997,52,0,1,0,0,FALSE,1,0,1
4360,3760,0,12,0,6,1511.9,44,1,0,4360,3760,TRUE,1,0,1
115,115,1,11.5,0,6,1224.65,39,1,0,115,115,TRUE,1,0,1
600,330,1,12,1,2,1656.34,50,1,0,600,330,TRUE,1,0,1
1650,992,1,11,0,5,2503.04,38,1,0,1650,992,TRUE,1,0,1
450,450,1,10.5,1,3,507.59,53,1,0,450,450,TRUE,1,0,1
250,200,1,11.5,0,4,407.82001,33,1,0,250,200,TRUE,1,0,1
4000,3000,0,10.5,0,4,548.5,31,1,0,4000,3000,TRUE,1,0,1
2400,1800,0,11.5,0,4,910.78998,52,1,0,2400,1800,TRUE,1,0,1
NA,NA,1,10.5,0,4,934.62,44,0,0,0,0,FALSE,1,0,1
2930,2200,0,9,0,5,706.63,56,1,0,2930,2200,TRUE,1,0,1
NA,NA,1,9,0,5,921.07001,35,0,0,0,0,FALSE,1,0,1
1800,1050,1,11,1,2,1780.21,41,1,0,1800,1050,TRUE,1,0,1
3800,1800,1,11.5,0,3,1093.0699,37,1,0,3800,1800,TRUE,1,0,1
3800,2600,0,11.5,0,3,1307.05,36,1,0,3800,2600,TRUE,1,0,1
1800,1360,0,12,0,4,1818.3,43,1,0,1800,1360,TRUE,1,0,1
3000,2000,0,12,0,2,1842,33,1,0,3000,2000,TRUE,1,0,1
3160,2633,0,18,0,5,570.91998,37,1,0,3160,2633,TRUE,1,0,1
540,398,1,13.5,0,5,477.45999,36,1,0,540,398,TRUE,1,0,1
4900,4150,0,11.5,0,4,2446.8799,48,1,0,4900,4150,TRUE,1,0,1
NA,NA,1,10.5,0,4,2203.27,43,0,0,0,0,FALSE,1,0,1
NA,NA,1,12,0,5,52.169998,46,0,0,0,0,FALSE,1,0,1
2500,1800,0,10.5,0,3,622.51001,54,1,0,2500,1800,TRUE,1,0,1
1600,1400,1,9,0,3,723.89001,54,1,0,1600,1400,TRUE,1,0,1
NA,NA,0,9,1,2,1797.12,30,0,1,0,0,FALSE,1,0,1
NA,NA,0,12,1,2,1804.62,23,0,0,0,0,FALSE,1,0,1
918,268,1,9,1,3,68.150002,34,1,0,918,268,TRUE,1,0,1
2000,1200,1,10.5,1,3,521.59003,48,1,0,2000,1200,TRUE,1,0,1
NA,NA,1,10.5,1,2,2885.8501,34,0,1,0,0,FALSE,1,0,1
1700,1200,0,9,1,2,5374.1802,38,1,0,1700,1200,TRUE,1,0,1
2900,1900,1,11,1,2,1281.89,47,1,0,2900,1900,TRUE,1,0,1
1945,1423,1,11.5,1,3,796.87,43,1,0,1945,1423,TRUE,1,0,1
980,730,1,10.5,0,5,218.47,49,1,0,980,730,TRUE,1,0,1
NA,NA,0,9,0,5,265.91,46,0,1,0,0,FALSE,1,0,1
NA,NA,1,9,1,5,237.11,18,0,0,0,0,FALSE,1,0,1
1580,1100,1,11.5,0,4,2511.5801,39,1,0,1580,1100,TRUE,1,0,1
NA,NA,1,10,0,4,525.97998,46,0,0,0,0,FALSE,1,0,1
3208,3100,0,15,1,1,859.34998,27,1,0,3208,3100,TRUE,1,0,1
3400,2050,0,18,1,3,359.82999,52,1,0,3400,2050,TRUE,1,0,1
3020,1950,1,16,1,1,369.75,46,1,0,3020,1950,TRUE,1,0,1
1400,911,1,18,0,4,191.91,44,1,0,1400,911,TRUE,1,0,1
2200,1800,0,12,0,4,365.67999,44,1,0,2200,1800,TRUE,1,0,1
NA,NA,1,9,1,6,1323.96,37,0,1,0,0,FALSE,1,0,1
1800,1200,1,11,1,2,574.59998,43,1,0,1800,1200,TRUE,1,0,1
2300,1850,0,11.5,1,4,2352.0601,45,1,0,2300,1850,TRUE,1,0,1
2900,1900,1,16,1,4,1905.1899,38,1,0,2900,1900,TRUE,1,0,1
3500,2500,0,15,0,4,1049.67,51,1,0,3500,2500,TRUE,1,0,1
2700,1600,1,16,0,4,982.82001,46,1,0,2700,1600,TRUE,1,0,1
NA,NA,1,10.5,1,3,400.60999,44,0,0,0,0,FALSE,1,0,1
159,150,1,11.5,1,4,501,33,1,0,159,150,TRUE,1,0,1
1500,1200,1,11.5,1,4,964.38,39,1,0,1500,1200,TRUE,1,0,1
1700,1200,0,11.5,1,4,1153.17,39,1,0,1700,1200,TRUE,1,0,1
NA,NA,1,11.5,1,4,226.09,46,0,1,0,0,FALSE,1,0,1
1877,1420,0,10,1,2,603.71002,20,1,0,1877,1420,TRUE,1,0,1
2000,1200,1,10.5,0,6,68.279999,44,1,0,2000,1200,TRUE,1,0,1
2300,1900,0,10.5,0,6,105.26,44,1,0,2300,1900,TRUE,1,0,1
1500,1080,0,11.5,1,6,104.16,24,1,0,1500,1080,TRUE,1,0,1
1700,950,1,11,0,3,696.71997,35,1,0,1700,950,TRUE,1,0,1
2900,2000,0,14,0,3,743.40997,37,1,0,2900,2000,TRUE,1,0,1
808,572,1,9,0,4,2943.0901,34,1,0,808,572,TRUE,1,0,1
NA,NA,1,10.5,1,7,202.71001,34,0,0,0,0,FALSE,1,0,1
1500,1200,0,11.5,1,1,758.75,34,1,0,1500,1200,TRUE,1,0,1
2300,1600,1,14.5,0,4,2555.75,38,1,0,2300,1600,TRUE,1,0,1
4700,3000,0,16,0,4,3056.05,37,1,0,4700,3000,TRUE,1,0,1
NA,NA,0,13,0,3,424.10999,59,0,1,0,0,FALSE,1,0,1
3950,1400,1,11.5,0,3,380.66,54,1,0,3950,1400,TRUE,1,0,1
2000,1450,0,10.5,0,4,1269.21,38,1,0,2000,1450,TRUE,1,0,1
560,485,1,11.5,0,4,1189.49,35,1,0,560,485,TRUE,1,0,1
999,692,1,12,0,4,1046.13,50,1,0,999,692,TRUE,1,0,1
3500,2400,0,16,0,4,1546.47,44,1,0,3500,2400,TRUE,1,0,1
3750,2100,0,16,0,5,1909.25,42,1,0,3750,2100,TRUE,1,0,1
2174,1500,1,11.5,0,5,1546.51,38,1,0,2174,1500,TRUE,1,0,1
4000,2300,0,12,0,4,1019.68,49,1,0,4000,2300,TRUE,1,0,1
1800,1300,1,11.5,0,4,837.77002,48,1,0,1800,1300,TRUE,1,0,1
3600,2800,0,11.5,0,4,1073.73,46,1,0,3600,2800,TRUE,1,0,1
1600,1300,1,15,0,4,1056.33,37,1,0,1600,1300,TRUE,1,0,1
3000,1600,0,12,0,5,679.03003,47,1,0,3000,1600,TRUE,1,0,1
2200,1600,1,12,0,5,557.89001,46,1,0,2200,1600,TRUE,1,0,1
1350,1050,1,11,1,3,649.59003,37,1,0,1350,1050,TRUE,1,0,1
2600,1300,1,16,0,5,354.20999,41,1,0,2600,1300,TRUE,1,0,1
NA,NA,1,11.5,1,5,1774.91,46,0,0,0,0,FALSE,1,0,1
3400,2200,1,13,1,1,1399.4399,48,1,0,3400,2200,TRUE,1,0,1
3400,2500,0,18,0,6,525.03003,39,1,0,3400,2500,TRUE,1,0,1
1575,1000,1,18,0,6,439.07999,37,1,0,1575,1000,TRUE,1,0,1
NA,NA,0,10,1,8,106.77,36,0,1,0,0,FALSE,1,0,1
NA,NA,1,7,1,4,262.13,34,0,1,0,0,FALSE,1,0,1
NA,NA,1,10.5,1,8,100.06,33,0,0,0,0,FALSE,1,0,1
3500,1600,1,18,1,3,1750.45,43,1,0,3500,1600,TRUE,1,0,1
1900,1300,1,14.5,1,3,1574.1,43,1,0,1900,1300,TRUE,1,0,1
2500,1600,0,11.5,1,4,890.70001,42,1,0,2500,1600,TRUE,1,0,1
550,500,1,10.5,1,4,660.34003,41,1,0,550,500,TRUE,1,0,1
NA,NA,1,10,1,3,618.16998,30,0,1,0,0,FALSE,1,0,1
4000,3000,0,11.5,0,4,734.03003,44,1,0,4000,3000,TRUE,1,0,1
1800,1280,1,11.5,0,4,544.19,40,1,0,1800,1280,TRUE,1,0,1
NA,NA,0,10.5,1,4,155.27,41,0,1,0,0,FALSE,1,0,1
NA,NA,1,9,1,3,131.07001,35,0,1,0,0,FALSE,1,0,1
NA,NA,1,11.5,1,1,467.97,63,0,1,0,0,FALSE,1,0,1
4618,3161,0,13,0,4,1121.1801,48,1,0,4618,3161,TRUE,1,0,1
3000,1700,1,14,0,4,1009.55,45,1,0,3000,1700,TRUE,1,0,1
4200,2500,1,14.5,0,4,731.33002,43,1,0,4200,2500,TRUE,1,0,1
4000,2800,0,15,0,5,173.73,47,1,0,4000,2800,TRUE,1,0,1
3200,1800,1,18,0,5,142.73,46,1,0,3200,1800,TRUE,1,0,1
NA,NA,1,11.5,0,4,409.35001,54,0,0,0,0,FALSE,1,0,1
2800,1900,0,11.5,1,3,578.82001,37,1,0,2800,1900,TRUE,1,0,1
750,630,1,12,1,3,542.46997,35,1,0,750,630,TRUE,1,0,1
1300,800,1,14.5,1,3,336.92999,33,1,0,1300,800,TRUE,1,0,1
3100,1800,0,11.5,0,4,2074.8501,47,1,0,3100,1800,TRUE,1,0,1
1625,1200,1,15,0,4,1868.28,42,1,0,1625,1200,TRUE,1,0,1
3240,2400,0,10.5,0,5,628.04999,45,1,0,3240,2400,TRUE,1,0,1
NA,NA,1,9,0,5,368.82001,44,0,0,0,0,FALSE,1,0,1
NA,NA,1,9,1,5,507.76999,17,0,0,0,0,FALSE,1,0,1
4300,3100,0,12,0,4,115.92,48,1,0,4300,3100,TRUE,1,0,1
450,450,1,9,0,4,356.17999,40,1,0,450,450,TRUE,1,0,1
NA,NA,0,9,1,1,519.28998,43,0,1,0,0,FALSE,1,0,1
509,450,1,9,1,5,148.34,39,1,0,509,450,TRUE,1,0,1
NA,NA,1,12,0,5,16.389999,49,0,0,0,0,FALSE,1,0,1
4200,3600,0,12,0,4,1670.55,41,1,0,4200,3600,TRUE,1,0,1
890,619,1,11.5,0,4,1353.16,39,1,0,890,619,TRUE,1,0,1
1500,900,1,11.5,0,4,1455.01,40,1,0,1500,900,TRUE,1,0,1
1200,911,1,11.5,0,4,155.91,49,1,0,1200,911,TRUE,1,0,1
4064,2360,0,12,0,3,1988.46,53,1,0,4064,2360,TRUE,1,0,1
3000,2000,1,12,0,3,1861.83,46,1,0,3000,2000,TRUE,1,0,1
NA,NA,1,11.5,0,4,1141.72,44,0,0,0,0,FALSE,1,0,1
3300,2600,0,11.5,0,4,1595.08,42,1,0,3300,2600,TRUE,1,0,1
1850,1300,1,16,0,4,1182.55,41,1,0,1850,1300,TRUE,1,0,1
2800,1650,0,11.5,0,4,1105.91,47,1,0,2800,1650,TRUE,1,0,1
3070,1900,1,11.5,0,4,995.81,42,1,0,3070,1900,TRUE,1,0,1
3500,2200,1,14.5,1,3,138.45,45,1,0,3500,2200,TRUE,1,0,1
2750,1440,1,18,0,4,1037.58,54,1,0,2750,1440,TRUE,1,0,1
2000,1300,1,16,1,3,1128.04,45,1,0,2000,1300,TRUE,1,0,1
3000,1200,0,16,1,3,1521.5601,42,1,0,3000,1200,TRUE,1,0,1
4300,2900,0,13.5,0,4,2200.54,40,1,0,4300,2900,TRUE,1,0,1
1200,780,1,14.5,0,4,1782.46,36,1,0,1200,780,TRUE,1,0,1
1531,943,1,14.5,0,4,2260.72,44,1,0,1531,943,TRUE,1,0,1
3870,2964,1,18,1,2,2088.6599,45,1,0,3870,2964,TRUE,1,0,1
NA,NA,1,9,0,7,159.64,41,0,0,0,0,FALSE,1,0,1
NA,NA,0,10,1,7,193.42,22,0,0,0,0,FALSE,1,0,1
100,93,0,9,1,7,193.42,21,1,0,100,93,TRUE,1,0,1
2050,1400,0,11.5,0,7,215.33,43,1,0,2050,1400,TRUE,1,0,1
3600,2500,0,14.5,0,4,998.40002,49,1,0,3600,2500,TRUE,1,0,1
1800,1000,1,14.5,0,4,899,42,1,0,1800,1000,TRUE,1,0,1
2900,1900,1,11.5,0,3,1005.91,48,1,0,2900,1900,TRUE,1,0,1
1800,1200,1,14,0,4,787.53998,51,1,0,1800,1200,TRUE,1,0,1
2300,1600,1,16,1,3,1635.24,44,1,0,2300,1600,TRUE,1,0,1
3500,2550,0,14,0,5,351.45999,44,1,0,3500,2550,TRUE,1,0,1
2000,980,1,17,0,5,799.73999,38,1,0,2000,980,TRUE,1,0,1
2400,1499,0,10.5,0,5,917.48999,48,1,0,2400,1499,TRUE,1,0,1
400,396,1,11.5,0,5,902.63,40,1,0,400,396,TRUE,1,0,1
2500,1900,1,18,0,4,1823.88,44,1,0,2500,1900,TRUE,1,0,1
1733,1100,1,12,0,4,394.97,37,1,0,1733,1100,TRUE,1,0,1
3000,2300,0,11.5,0,4,472.29001,36,1,0,3000,2300,TRUE,1,0,1
2300,1700,0,10.5,0,6,1513.73,53,1,0,2300,1700,TRUE,1,0,1
NA,NA,1,11.5,0,6,3151.24,35,0,0,0,0,FALSE,1,0,1
2700,1900,1,14,1,3,605.88,37,1,0,2700,1900,TRUE,1,0,1
1800,1200,0,10.5,1,1,1155.4399,40,1,0,1800,1200,TRUE,1,0,1
NA,NA,0,11.5,0,3,203.75999,27,0,1,0,0,FALSE,1,0,1
NA,NA,1,18,0,4,596.25,45,0,0,0,0,FALSE,1,0,1
2725,1900,0,11.5,1,2,1820.22,42,1,0,2725,1900,TRUE,1,0,1
1300,1100,1,10.5,1,2,1242.38,37,1,0,1300,1100,TRUE,1,0,1
2365,1400,1,11.5,1,2,1652.29,33,1,0,2365,1400,TRUE,1,0,1
NA,NA,0,10.5,0,5,1078,50,0,1,0,0,FALSE,1,0,1
2700,1800,1,11.5,0,5,285.94,46,1,0,2700,1800,TRUE,1,0,1
1800,900,1,12,0,4,1212.54,37,1,0,1800,900,TRUE,1,0,1
450,450,1,14,0,4,187.32001,38,1,0,450,450,TRUE,1,0,1
4300,2500,1,18,0,3,530.65997,46,1,0,4300,2500,TRUE,1,0,1
2400,1900,1,15,0,6,414.89001,43,1,0,2400,1900,TRUE,1,0,1
1200,1000,1,9,1,2,2143.1799,31,1,0,1200,1000,TRUE,1,0,1
2400,1800,0,11.5,0,9,2717.3401,52,1,0,2400,1800,TRUE,1,0,1
4500,3300,0,9,0,5,1289.63,57,1,0,4500,3300,TRUE,1,0,1
197,197,1,10,0,5,852.38,39,1,0,197,197,TRUE,1,0,1
2800,2400,1,16,0,4,1967.64,45,1,0,2800,2400,TRUE,1,0,1
NA,NA,1,18,0,5,2484.8899,40,0,0,0,0,FALSE,1,0,1
1980,1120,1,16,0,4,1429.2,41,1,0,1980,1120,TRUE,1,0,1
4300,2700,0,18,0,3,2553.97,50,1,0,4300,2700,TRUE,1,0,1
